acc,ftp,organism_name,genetic_code
GCF_002073715.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/073/715/GCF_002073715.2_ASM207371v2,Neisseria sicca,11
GCF_002108495.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/108/495/GCF_002108495.1_ASM210849v1,Neisseria canis,11
GCF_001592185.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/592/185/GCF_001592185.1_ASM159218v1,Bergeriella denitrificans NBRC 102155,11
GCF_000818035.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/818/035/GCF_000818035.1_ASM81803v1,Neisseria elongata subsp. glycolytica ATCC 29315,11
GCF_000021685.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/685/GCF_000021685.1_ASM2168v1,Thermomicrobium roseum DSM 5159,11
GCF_000190695.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/190/695/GCF_000190695.1_ASM19069v1,Kingella denitrificans ATCC 33394,11
GCF_000470375.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/470/375/GCF_000470375.1_Vir5453,Kingella kingae Vir5453,11
GCF_000160435.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/160/435/GCF_000160435.1_ASM16043v1,Kingella oralis ATCC 51147,11
GCF_000967305.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/967/305/GCF_000967305.2_ASM96730v2,Alcaligenes faecalis,11
GCF_000318015.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/318/015/GCF_000318015.1_ASM31801v1,Bordetella bronchiseptica 253,11
GCF_000317935.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/317/935/GCF_000317935.1_ASM31793v1,Bordetella parapertussis Bpp5,11
GCF_000195715.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/715/GCF_000195715.1_ASM19571v1,Bordetella pertussis Tohama I,11
GCF_000070465.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/070/465/GCF_000070465.1_ASM7046v1,Bordetella avium 197N,11
GCF_000701585.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/701/585/GCF_000701585.1_ASM70158v1,Acidiphilium angustum ATCC 35903,11
GCF_000687875.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/875/GCF_000687875.1_ASM68787v1,Acidocella facilis ATCC 35904,11
GCF_000017405.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/405/GCF_000017405.1_ASM1740v1,Ochrobactrum anthropi ATCC 49188,11
GCF_000153225.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/153/225/GCF_000153225.1_ASM15322v1,Polaribacter irgensii 23-P,11
GCF_000019845.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/845/GCF_000019845.1_ASM1984v1,Beijerinckia indica subsp. indica ATCC 9039,11
GCF_000007705.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/705/GCF_000007705.1_ASM770v1,Chromobacterium violaceum ATCC 12472,11
GCF_000158615.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/158/615/GCF_000158615.1_ASM15861v1,Eikenella corrodens ATCC 23834,11
GCF_000175255.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/175/255/GCF_000175255.2_ASM17525v2,Zymomonas mobilis subsp. mobilis ATCC 10988,11
GCF_000648515.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/648/515/GCF_000648515.1_ASM64851v1,Citrobacter freundii CFNIH1,11
GCF_000215745.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/215/745/GCF_000215745.1_ASM21574v1,Klebsiella aerogenes KCTC 2190,11
GCF_001709315.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/709/315/GCF_001709315.1_ASM170931v1,Pantoea agglomerans,11
GCF_000025565.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/565/GCF_000025565.1_ASM2556v1,Enterobacter cloacae subsp. cloacae ATCC 13047,11
GCF_000091565.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/091/565/GCF_000091565.1_ASM9156v1,Erwinia amylovora CFBP1430,11
GCF_000025405.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/405/GCF_000025405.2_ASM2540v1,Pantoea ananatis LMG 20103,11
GCF_000023605.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/605/GCF_000023605.1_ASM2360v1,Pectobacterium carotovorum subsp. carotovorum PC1,11
GCF_000005845.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/005/845/GCF_000005845.2_ASM584v2,Escherichia coli str. K-12 substr. MG1655,11
GCF_000008865.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/865/GCF_000008865.2_ASM886v2,Escherichia coli O157:H7 str. Sakai,11
GCF_000026325.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/026/325/GCF_000026325.1_ASM2632v1,Escherichia coli UMN026,11
GCF_000026345.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/026/345/GCF_000026345.1_ASM2634v1,Escherichia coli IAI39,11
GCF_000183345.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/183/345/GCF_000183345.1_ASM18334v1,Escherichia coli O83:H1 str. NRG 857C,11
GCF_000299455.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/299/455/GCF_000299455.1_ASM29945v1,Escherichia coli O104:H4 str. 2011C-3493,11
GCF_000262305.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/262/305/GCF_000262305.1_ASM26230v1,Shimwellia blattae DSM 4481 = NBRC 105725,11
GCF_000248015.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/248/015/GCF_000248015.1_ASM24801v2,Atlantibacter hermannii NBRC 105704,11
GCF_000759795.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/759/795/GCF_000759795.1_ASM75979v1,Pseudescherichia vulneris NBRC 102420,11
GCF_001022195.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/022/195/GCF_001022195.1_ASM102219v1,Klebsiella oxytoca,11
GCF_000240185.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/240/185/GCF_000240185.1_ASM24018v2,Klebsiella pneumoniae subsp. pneumoniae HS11286,11
GCF_001571285.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/571/285/GCF_001571285.1_ASM157128v1,Kluyvera cryocrescens NBRC 102467,11
GCF_000286435.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/286/435/GCF_000286435.2_ASM28643v2,Morganella morganii subsp. morganii KT,11
GCF_000069965.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/069/965/GCF_000069965.1_ASM6996v1,Proteus mirabilis HI4320,11
GCF_000259175.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/259/175/GCF_000259175.1_ASM25917v1,Providencia stuartii MRSN 2154,11
GCF_000422085.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/422/085/GCF_000422085.1_ASM42208v1,Serratia liquefaciens ATCC 27592,11
GCF_000513215.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/513/215/GCF_000513215.1_DB11,Serratia marcescens subsp. marcescens Db11,11
GCF_000012005.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/005/GCF_000012005.1_ASM1200v1,Shigella dysenteriae Sd197,11
GCF_000006925.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/925/GCF_000006925.2_ASM692v2,Shigella flexneri 2a str. 301,11
GCF_000953355.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/953/355/GCF_000953355.1_XNC2,Xenorhabdus nematophila AN6/1,11
GCF_000009345.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/345/GCF_000009345.1_ASM934v1,Yersinia enterocolitica subsp. enterocolitica 8081,11
GCF_000009065.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/065/GCF_000009065.1_ASM906v1,Yersinia pestis CO92,11
GCF_000014805.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/805/GCF_000014805.1_ASM1480v1,Aeromonas hydrophila subsp. hydrophila ATCC 7966,11
GCF_000196395.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/395/GCF_000196395.1_ASM19639v1,Aeromonas salmonicida subsp. salmonicida A449,11
GCF_000819865.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/819/865/GCF_000819865.1_PRJEB7029,Aeromonas eucrenophila,11
GCF_001447335.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/447/335/GCF_001447335.1_ASM144733v1,Aeromonas schubertii,11
GCF_000354175.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/354/175/GCF_000354175.2_ASM35417v2,Vibrio alginolyticus NBRC 15630 = ATCC 17749,11
GCF_001267945.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/267/945/GCF_001267945.1_ASM126794v1,Vibrio alginolyticus,11
GCF_000006745.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/745/GCF_000006745.1_ASM674v1,Vibrio cholerae O1 biovar El Tor str. N16961,11
GCF_000011805.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/805/GCF_000011805.1_ASM1180v1,Aliivibrio fischeri ES114,11
GCF_000196095.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/095/GCF_000196095.1_ASM19609v1,Vibrio parahaemolyticus RIMD 2210633,11
GCF_000467125.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/467/125/GCF_000467125.1_ASM46712v1,Vibrio proteolyticus NBRC 13287,11
GCF_002215135.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/215/135/GCF_002215135.1_ASM221513v1,Vibrio vulnificus,11
GCF_001558255.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/558/255/GCF_001558255.2_ASM155825v2,Grimontia hollisae,11
GCF_001558415.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/558/415/GCF_001558415.2_ASM155841v2,Vibrio fluvialis,11
GCF_000017705.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/705/GCF_000017705.1_ASM1770v1,Vibrio campbellii ATCC BAA-1116,11
GCF_000740015.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/740/015/GCF_000740015.1_ASM74001v1,Vibrio diazotrophicus NBRC 103148,11
GCF_002196515.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/196/515/GCF_002196515.1_ASM219651v1,Vibrio gazogenes,11
GCF_001591125.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/591/125/GCF_001591125.1_ASM159112v1,Vibrio mediterranei NBRC 15635,11
GCF_900087055.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/087/055/GCF_900087055.1_31289_E01,Plesiomonas shigelloides,11
GCF_001594265.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/594/265/GCF_001594265.1_ASM159426v1,Aggregatibacter actinomycetemcomitans,11
GCF_000739435.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/739/435/GCF_000739435.1_ASM73943v1,Actinobacillus suis ATCC 33415,11
GCF_000027305.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/027/305/GCF_000027305.1_ASM2730v1,Haemophilus influenzae Rd KW20,11
GCF_000442905.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/442/905/GCF_000442905.1_AviparaA_JF4211,Avibacterium paragallinarum JF4211,11
GCF_000007945.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/945/GCF_000007945.1_ASM794v1,[Haemophilus] ducreyi 35000HP,11
GCF_000019405.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/405/GCF_000019405.1_ASM1940v1,Histophilus somni 2336,11
GCF_002015075.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/015/075/GCF_002015075.1_ASM201507v1,Haemophilus haemoglobinophilus,11
GCF_002015115.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/015/115/GCF_002015115.1_ASM201511v1,Haemophilus paracuniculus,11
GCF_000021885.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/885/GCF_000021885.1_ASM2188v1,Glaesserella parasuis SH0165,11
GCF_000754275.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/754/275/GCF_000754275.1_ASM75427v1,Pasteurella multocida,11
GCF_000209675.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/209/675/GCF_000209675.1_ASM20967v1,Gallibacterium anatis UMN179,11
GCF_000262245.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/262/245/GCF_000262245.1_ASM26224v1,Pasteurella bettyae CCUG 2042,11
GCF_000379905.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/379/905/GCF_000379905.1_ASM37990v1,Rodentibacter pneumotropicus DSM 21403,11
GCF_000024505.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/505/GCF_000024505.1_ASM2450v1,Anaplasma centrale str. Israel,11
GCF_000020305.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/305/GCF_000020305.1_ASM2030v1,Anaplasma marginale str. Florida,11
GCF_000015445.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/445/GCF_000015445.1_ASM1544v1,Bartonella bacilliformis KC583,11
GCF_000709795.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/709/795/GCF_000709795.1_Bart_baci_Ver097_V1,Bartonella bacilliformis Ver097,11
GCF_000007765.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/765/GCF_000007765.2_ASM776v2,Coxiella burnetii RSA 493,11
GCF_000026005.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/026/005/GCF_000026005.1_ASM2600v1,Ehrlichia ruminantium str. Welgevonden,11
GCF_000007025.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/025/GCF_000007025.1_ASM702v1,Rickettsia conorii str. Malish 7,11
GCF_000195735.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/735/GCF_000195735.1_ASM19573v1,Rickettsia prowazekii str. Madrid E,11
GCF_000063545.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/063/545/GCF_000063545.1_ASM6354v1,Orientia tsutsugamushi str. Boryong,11
GCF_000008045.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/045/GCF_000008045.1_ASM804v1,Rickettsia typhi str. Wilmington,11
GCF_000018205.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/205/GCF_000018205.1_ASM1820v1,Rickettsia akari str. Hartford,11
GCF_000284155.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/284/155/GCF_000284155.1_ASM28415v1,Rickettsia australis str. Cutlack,11
GCF_000014345.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/345/GCF_000014345.1_ASM1434v1,Rickettsia canadensis str. McKiel,11
GCF_000046685.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/046/685/GCF_000046685.1_ASM4668v1,Bartonella quintana str. Toulouse,11
GCF_000008725.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/725/GCF_000008725.1_ASM872v1,Chlamydia trachomatis D/UW-3/CX,11
GCF_000068585.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/068/585/GCF_000068585.1_ASM6858v1,Chlamydia trachomatis 434/Bu,11
GCF_000009925.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/925/GCF_000009925.1_ASM992v1,Bacteroides fragilis YCH46,11
GCF_000011065.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/065/GCF_000011065.1_ASM1106v1,Bacteroides thetaiotaomicron VPI-5482,11
GCF_000154205.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/154/205/GCF_000154205.1_ASM15420v1,Bacteroides uniformis ATCC 8492,11
GCF_000012825.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/825/GCF_000012825.1_ASM1282v1,Bacteroides vulgatus ATCC 8482,11
GCF_000012845.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/845/GCF_000012845.1_ASM1284v1,Parabacteroides distasonis ATCC 8503,11
GCF_001190745.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/190/745/GCF_001190745.1_ASM119074v1,Campylobacter gracilis,11
GCF_000024405.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/405/GCF_000024405.1_ASM2440v1,Sebaldella termitidis ATCC 33386,11
GCF_001190755.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/190/755/GCF_001190755.1_ASM119075v1,Campylobacter ureolyticus RIGS 9880,11
GCF_900129945.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/129/945/GCF_900129945.1_IMG-taxon_2585428068_annotated_assembly,Butyrivibrio fibrisolvens DSM 3071,11
GCF_000146505.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/146/505/GCF_000146505.1_ASM14650v1,Fibrobacter succinogenes subsp. succinogenes S85,11
GCF_000010505.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/505/GCF_000010505.1_ASM1050v1,Porphyromonas gingivalis ATCC 33277,11
GCF_000025925.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/925/GCF_000025925.1_ASM2592v1,Prevotella ruminicola 23,11
GCF_000378085.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/378/085/GCF_000378085.1_ASM37808v1,Prevotella loescheii DSM 19665 = JCM 12249 = ATCC 15930,11
GCF_000196135.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/135/GCF_000196135.1_ASM19613v1,Wolinella succinogenes DSM 1740,11
GCF_000158475.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/158/475/GCF_000158475.2_Oxal_for_HOxBLS_2_V2,Oxalobacter formigenes HOxBLS,11
GCF_002127965.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/127/965/GCF_002127965.1_ASM212796v1,Oxalobacter formigenes,11
GCF_000158195.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/158/195/GCF_000158195.2_Fuso_mor_ATCC9817_V2,Fusobacterium mortiferum ATCC 9817,11
GCF_000007325.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/325/GCF_000007325.1_ASM732v1,Fusobacterium nucleatum subsp. nucleatum ATCC 25586,11
GCF_000158275.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/158/275/GCF_000158275.2_ASM15827v2,Fusobacterium nucleatum subsp. animalis 7_1,11
GCF_000622245.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/622/245/GCF_000622245.1_ASM62224v1,Fusobacterium perfoetens ATCC 29250,11
GCF_000162015.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/162/015/GCF_000162015.1_ASM16201v1,Faecalibacterium prausnitzii A2-165,11
GCF_000381725.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/381/725/GCF_000381725.1_ASM38172v1,Fusobacterium russii ATCC 25533,11
GCF_000262225.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/262/225/GCF_000262225.1_ASM26222v1,Fusobacterium necrophorum subsp. funduliforme ATCC 51357,11
GCF_000158215.3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/158/215/GCF_000158215.3_Fuso_sp_2_1_31_V3,Fusobacterium periodonticum 2_1_31,11
GCF_000158315.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/158/315/GCF_000158315.2_Fuso_ulc_ATCC49185_V2,Fusobacterium ulcerans ATCC 49185,11
GCF_000014725.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/725/GCF_000014725.1_ASM1472v1,Syntrophomonas wolfei subsp. wolfei str. Goettingen G311,11
GCF_900115655.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/115/655/GCF_900115655.1_IMG-taxon_2595698241_annotated_assembly,Ruminobacter amylophilus,11
GCF_000015345.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/345/GCF_000015345.1_ASM1534v1,Dichelobacter nodosus VCS1703A,11
GCF_000212675.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/212/675/GCF_000212675.2_ASM21267v2,Desulfovibrio africanus str. Walvis Bay,11
GCF_000022125.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/125/GCF_000022125.1_ASM2212v1,Desulfovibrio desulfuricans ATCC 27774,11
GCF_000189295.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/189/295/GCF_000189295.2_ASM18929v2,Desulfovibrio desulfuricans ND132,11
GCF_000420465.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/420/465/GCF_000420465.1_ASM42046v1,Desulfovibrio desulfuricans DSM 642,11
GCF_000179555.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/179/555/GCF_000179555.1_ASM17955v1,Desulfovibrio fructosivorans JJ,11
GCF_000468495.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/468/495/GCF_000468495.1_ASM46849v1,Desulfovibrio gigas DSM 1382 = ATCC 19364,11
GCF_000023445.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/445/GCF_000023445.1_ASM2344v1,Desulfovibrio salexigens DSM 2638,11
GCF_000021385.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/385/GCF_000021385.1_ASM2138v1,Desulfovibrio vulgaris str. 'Miyazaki F',11
GCF_000195755.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/755/GCF_000195755.1_ASM19575v1,Desulfovibrio vulgaris str. Hildenborough,11
GCF_000420485.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/420/485/GCF_000420485.1_ASM42048v1,Desulfovibrio longus DSM 6739,11
GCF_000167355.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/167/355/GCF_000167355.1_ASM16735v1,Desulfuromonas acetoxidans DSM 684,11
GCF_001854245.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/854/245/GCF_001854245.1_ASM185424v1,Desulfococcus multivorans,11
GCF_000023225.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/225/GCF_000023225.1_ASM2322v1,Desulfomicrobium baculatum DSM 4028,11
GCF_900116045.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/116/045/GCF_900116045.1_DESPIGER,Desulfovibrio piger,11
GCF_000025305.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/305/GCF_000025305.1_ASM2530v1,Acidaminococcus fermentans DSM 20731,11
GCF_001304715.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/304/715/GCF_001304715.1_ASM130471v1,Megasphaera elsdenii 14-14,11
GCF_000013885.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/885/GCF_000013885.1_ASM1388v1,Nitrobacter hamburgensis X14,11
GCF_000012725.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/725/GCF_000012725.1_ASM1272v1,Nitrobacter winogradskyi Nb-255,11
GCF_000009145.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/145/GCF_000009145.1_ASM914v1,Nitrosomonas europaea ATCC 19718,11
GCF_000014765.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/765/GCF_000014765.1_ASM1476v1,Nitrosomonas eutropha C91,11
GCF_900110145.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/110/145/GCF_900110145.1_IMG-taxon_2671180082_annotated_assembly,Nitrosomonas marina,11
GCF_000021485.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/485/GCF_000021485.1_ASM2148v1,Acidithiobacillus ferrooxidans ATCC 23270,11
GCF_000092925.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/925/GCF_000092925.1_ASM9292v1,Starkeya novella DSM 506,11
GCF_002028405.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/028/405/GCF_002028405.1_ASM202840v1,Thiomonas intermedia,11
GCF_000024765.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/765/GCF_000024765.1_ASM2476v1,Halothiobacillus neapolitanus c2,11
GCF_000423825.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/423/825/GCF_000423825.1_ASM42382v1,Thermithiobacillus tepidarius DSM 3134,11
GCF_000227215.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/227/215/GCF_000227215.1_ASM22721v2,Acidithiobacillus thiooxidans ATCC 19377,11
GCF_000373385.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/373/385/GCF_000373385.1_ASM37338v1,Thiobacillus thioparus DSM 505,11
GCF_000711195.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/711/195/GCF_000711195.1_ASM71119v1,Thiomicrospira pelophila DSM 1534,11
GCF_000010785.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/785/GCF_000010785.1_ASM1078v1,Hydrogenobacter thermophilus TK-6,11
GCF_000012565.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/565/GCF_000012565.1_ASM1256v1,Ehrlichia canis str. Jake,11
GCF_000013145.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/145/GCF_000013145.1_ASM1314v1,Ehrlichia chaffeensis str. Arkansas,11
GCF_000013125.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/125/GCF_000013125.1_ASM1312v1,Anaplasma phagocytophilum str. HZ,11
GCF_000022525.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/525/GCF_000022525.1_ASM2252v1,Neorickettsia risticii str. Illinois,11
GCF_000013165.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/165/GCF_000013165.1_ASM1316v1,Neorickettsia sennetsu str. Miyayama,11
